"No.","Collection Period","Collection Start Time","Value","Unit"
"1","Total energy yield","","3482.82","kWh"
"2","1 Hour","2018-07-27 16:00:00","10.90","kWh"
"3","1 Hour","2018-07-27 17:00:00","8.25","kWh"
"4","1 Hour","2018-07-27 18:00:00","2.71","kWh"
"5","1 Hour","2018-07-27 19:00:00","2.27","kWh"
"6","1 Hour","2018-07-27 20:00:00","0.65","kWh"
"7","1 Hour","2018-07-27 21:00:00","0.00","kWh"
"8","1 Hour","2018-07-27 22:00:00","0.00","kWh"
"9","1 Hour","2018-07-27 23:00:00","0.00","kWh"
"10","1 Hour","2018-07-28 00:00:00","0.00","kWh"
"11","1 Hour","2018-07-28 01:00:00","0.00","kWh"
"12","1 Hour","2018-07-28 02:00:00","0.00","kWh"
"13","1 Hour","2018-07-28 03:00:00","0.00","kWh"
"14","1 Hour","2018-07-28 04:00:00","0.00","kWh"
"15","1 Hour","2018-07-28 05:00:00","0.01","kWh"
"16","1 Hour","2018-07-28 06:00:00","0.45","kWh"
"17","1 Hour","2018-07-28 07:00:00","0.71","kWh"
"18","1 Hour","2018-07-28 08:00:00","2.30","kWh"
"19","1 Hour","2018-07-28 09:00:00","3.76","kWh"
"20","1 Hour","2018-07-28 10:00:00","3.84","kWh"
"21","1 Hour","2018-07-28 11:00:00","6.29","kWh"
"22","1 Hour","2018-07-28 12:00:00","4.95","kWh"
"23","1 Hour","2018-07-28 13:00:00","13.25","kWh"
"24","1 Hour","2018-07-28 14:00:00","12.84","kWh"
"25","1 Hour","2018-07-28 15:00:00","15.15","kWh"
"26","1 Hour","2018-07-28 16:00:00","9.12","kWh"
"27","1 Hour","2018-07-28 17:00:00","11.00","kWh"
"28","1 Hour","2018-07-28 18:00:00","7.43","kWh"
"29","1 Hour","2018-07-28 19:00:00","1.32","kWh"
"30","1 Hour","2018-07-28 20:00:00","0.13","kWh"
"31","1 Hour","2018-07-28 21:00:00","0.00","kWh"
"32","1 Hour","2018-07-28 22:00:00","0.00","kWh"
"33","1 Hour","2018-07-28 23:00:00","0.00","kWh"
"34","1 Hour","2018-07-29 00:00:00","0.00","kWh"
"35","1 Hour","2018-07-29 01:00:00","0.00","kWh"
"36","1 Hour","2018-07-29 02:00:00","0.00","kWh"
"37","1 Hour","2018-07-29 03:00:00","0.00","kWh"
"38","1 Hour","2018-07-29 04:00:00","0.00","kWh"
"39","1 Hour","2018-07-29 05:00:00","0.05","kWh"
"40","1 Hour","2018-07-29 06:00:00","0.97","kWh"
"41","1 Hour","2018-07-29 07:00:00","4.13","kWh"
"42","1 Hour","2018-07-29 08:00:00","8.59","kWh"
"43","1 Hour","2018-07-29 09:00:00","13.80","kWh"
"44","1 Hour","2018-07-29 10:00:00","18.35","kWh"
"45","1 Hour","2018-07-29 11:00:00","21.24","kWh"
"46","1 Hour","2018-07-29 12:00:00","22.68","kWh"
"47","1 Hour","2018-07-29 13:00:00","23.78","kWh"
"48","1 Hour","2018-07-29 14:00:00","21.29","kWh"
"49","1 Hour","2018-07-29 15:00:00","19.63","kWh"
"50","1 Hour","2018-07-29 16:00:00","13.17","kWh"
"51","1 Hour","2018-07-29 17:00:00","1.68","kWh"
"52","1 Hour","2018-07-29 18:00:00","1.69","kWh"
"53","1 Hour","2018-07-29 19:00:00","2.08","kWh"
"54","1 Hour","2018-07-29 20:00:00","0.20","kWh"
"55","1 Hour","2018-07-29 21:00:00","0.00","kWh"
"56","1 Hour","2018-07-29 22:00:00","0.00","kWh"
"57","1 Hour","2018-07-29 23:00:00","0.00","kWh"
"58","1 Hour","2018-07-30 00:00:00","0.00","kWh"
"59","1 Hour","2018-07-30 01:00:00","0.00","kWh"
"60","1 Hour","2018-07-30 02:00:00","0.00","kWh"
"61","1 Hour","2018-07-30 03:00:00","0.00","kWh"
"62","1 Hour","2018-07-30 04:00:00","0.00","kWh"
"63","1 Hour","2018-07-30 05:00:00","0.03","kWh"
"64","1 Hour","2018-07-30 06:00:00","1.24","kWh"
"65","1 Hour","2018-07-30 07:00:00","2.83","kWh"
"66","1 Hour","2018-07-30 08:00:00","1.38","kWh"
"67","1 Hour","2018-07-30 09:00:00","3.15","kWh"
"68","1 Hour","2018-07-30 10:00:00","4.00","kWh"
"69","1 Hour","2018-07-30 11:00:00","4.83","kWh"
"70","1 Hour","2018-07-30 12:00:00","8.99","kWh"
"71","1 Hour","2018-07-30 13:00:00","18.25","kWh"
"72","1 Hour","2018-07-30 14:00:00","14.28","kWh"
"73","1 Hour","2018-07-30 15:00:00","10.32","kWh"
"74","1 Hour","2018-07-30 16:00:00","11.41","kWh"
"75","1 Hour","2018-07-30 17:00:00","10.88","kWh"
"76","1 Hour","2018-07-30 18:00:00","3.43","kWh"
"77","1 Hour","2018-07-30 19:00:00","3.18","kWh"
"78","1 Hour","2018-07-30 20:00:00","0.00","kWh"
"79","1 Hour","2018-07-30 21:00:00","0.00","kWh"
"80","1 Hour","2018-07-30 22:00:00","0.00","kWh"
"81","1 Hour","2018-07-30 23:00:00","0.00","kWh"
"82","1 Hour","2018-07-31 00:00:00","0.00","kWh"
"83","1 Hour","2018-07-31 01:00:00","0.00","kWh"
"84","1 Hour","2018-07-31 02:00:00","0.00","kWh"
"85","1 Hour","2018-07-31 03:00:00","0.00","kWh"
"86","1 Hour","2018-07-31 04:00:00","0.00","kWh"
"87","1 Hour","2018-07-31 05:00:00","0.00","kWh"
"88","1 Hour","2018-07-31 06:00:00","0.00","kWh"
"89","1 Hour","2018-07-31 07:00:00","0.00","kWh"
"90","1 Hour","2018-07-31 08:00:00","2.05","kWh"
"91","1 Hour","2018-07-31 09:00:00","5.72","kWh"
"92","1 Hour","2018-07-31 10:00:00","7.48","kWh"
"93","1 Hour","2018-07-31 11:00:00","13.77","kWh"
"94","1 Hour","2018-07-31 12:00:00","17.72","kWh"
"95","1 Hour","2018-07-31 13:00:00","16.51","kWh"
"96","1 Hour","2018-07-31 14:00:00","1.23","kWh"
"97","1 Hour","2018-07-31 15:00:00","6.70","kWh"
"98","1 Hour","2018-07-31 16:00:00","11.52","kWh"
"99","1 Hour","2018-07-31 17:00:00","10.21","kWh"
"100","1 Hour","2018-07-31 18:00:00","5.53","kWh"
"101","1 Hour","2018-07-31 19:00:00","1.02","kWh"
"102","1 Hour","2018-07-31 20:00:00","0.17","kWh"
"103","1 Hour","2018-07-31 21:00:00","0.00","kWh"
"104","1 Hour","2018-07-31 22:00:00","0.00","kWh"
"105","1 Hour","2018-07-31 23:00:00","0.00","kWh"
"106","1 Hour","2018-08-01 00:00:00","0.00","kWh"
"107","1 Hour","2018-08-01 01:00:00","0.00","kWh"
"108","1 Hour","2018-08-01 02:00:00","0.00","kWh"
"109","1 Hour","2018-08-01 03:00:00","0.00","kWh"
"110","1 Hour","2018-08-01 04:00:00","0.00","kWh"
"111","1 Hour","2018-08-01 05:00:00","0.02","kWh"
"112","1 Hour","2018-08-01 06:00:00","0.45","kWh"
"113","1 Hour","2018-08-01 07:00:00","2.63","kWh"
"114","1 Hour","2018-08-01 08:00:00","6.86","kWh"
"115","1 Hour","2018-08-01 09:00:00","7.53","kWh"
"116","1 Hour","2018-08-01 10:00:00","0.00","kWh"
"117","1 Hour","2018-08-01 11:00:00","0.00","kWh"
"118","1 Hour","2018-08-01 12:00:00","0.00","kWh"
"119","1 Hour","2018-08-01 13:00:00","0.00","kWh"
"120","1 Hour","2018-08-01 14:00:00","0.00","kWh"
"121","1 Hour","2018-08-01 15:00:00","0.00","kWh"
"122","1 Hour","2018-08-01 16:00:00","0.00","kWh"
"123","1 Hour","2018-08-01 17:00:00","0.00","kWh"
"124","1 Hour","2018-08-01 18:00:00","0.00","kWh"
"125","1 Hour","2018-08-01 19:00:00","0.00","kWh"
"126","1 Hour","2018-08-01 20:00:00","0.00","kWh"
"127","1 Hour","2018-08-01 21:00:00","0.00","kWh"
"128","1 Hour","2018-08-01 22:00:00","0.00","kWh"
"129","1 Hour","2018-08-01 23:00:00","0.00","kWh"
"130","1 Hour","2018-08-02 00:00:00","0.00","kWh"
"131","1 Hour","2018-08-02 01:00:00","0.00","kWh"
"132","1 Hour","2018-08-02 02:00:00","0.00","kWh"
"133","1 Hour","2018-08-02 03:00:00","0.00","kWh"
"134","1 Hour","2018-08-02 04:00:00","0.00","kWh"
"135","1 Hour","2018-08-02 05:00:00","0.01","kWh"
"136","1 Hour","2018-08-02 06:00:00","0.91","kWh"
"137","1 Hour","2018-08-02 07:00:00","2.83","kWh"
"138","1 Hour","2018-08-02 08:00:00","8.96","kWh"
"139","1 Hour","2018-08-02 09:00:00","13.90","kWh"
"140","1 Hour","2018-08-02 10:00:00","17.99","kWh"
"141","1 Hour","2018-08-02 11:00:00","10.59","kWh"
"142","1 Hour","2018-08-02 12:00:00","3.20","kWh"
"143","1 Hour","2018-08-02 13:00:00","4.31","kWh"
"144","1 Hour","2018-08-02 14:00:00","4.64","kWh"
"145","1 Hour","2018-08-02 15:00:00","3.63","kWh"
"146","1 Hour","2018-08-02 16:00:00","0.00","kWh"
"147","1 Hour","2018-08-03 17:00:00","0.98","kWh"
"148","1 Hour","2018-08-03 18:00:00","0.54","kWh"
"149","1 Hour","2018-08-03 19:00:00","0.42","kWh"
"150","1 Hour","2018-08-03 20:00:00","0.06","kWh"
"151","1 Hour","2018-08-03 21:00:00","0.00","kWh"
"152","1 Hour","2018-08-03 22:00:00","0.00","kWh"
"153","1 Hour","2018-08-03 23:00:00","0.00","kWh"
"154","1 Hour","2018-08-04 00:00:00","0.00","kWh"
"155","1 Hour","2018-08-04 01:00:00","0.00","kWh"
"156","1 Hour","2018-08-04 02:00:00","0.00","kWh"
"157","1 Hour","2018-08-04 03:00:00","0.00","kWh"
"158","1 Hour","2018-08-04 04:00:00","0.00","kWh"
"159","1 Hour","2018-08-04 05:00:00","0.02","kWh"
"160","1 Hour","2018-08-04 06:00:00","0.63","kWh"
"161","1 Hour","2018-08-04 07:00:00","2.92","kWh"
"162","1 Hour","2018-08-04 08:00:00","6.23","kWh"
"163","1 Hour","2018-08-04 09:00:00","0.44","kWh"
"164","1 Hour","2018-08-04 10:00:00","0.00","kWh"
"165","1 Hour","2018-08-04 11:00:00","0.00","kWh"
"166","1 Hour","2018-08-04 12:00:00","0.00","kWh"
"167","1 Hour","2018-08-04 13:00:00","0.00","kWh"
"168","1 Hour","2018-08-04 14:00:00","3.98","kWh"
"169","1 Hour","2018-08-04 15:00:00","5.24","kWh"
"170","1 Hour","2018-08-04 16:00:00","4.15","kWh"
"171","1 Hour","2018-08-04 17:00:00","0.88","kWh"
"172","1 Hour","2018-08-04 18:00:00","0.74","kWh"
"173","1 Hour","2018-08-04 19:00:00","0.24","kWh"
"174","1 Hour","2018-08-04 20:00:00","0.01","kWh"
"175","1 Hour","2018-08-04 21:00:00","0.00","kWh"
"176","1 Hour","2018-08-04 22:00:00","0.00","kWh"
"177","1 Hour","2018-08-04 23:00:00","0.00","kWh"
"178","1 Hour","2018-08-05 00:00:00","0.00","kWh"
"179","1 Hour","2018-08-05 01:00:00","0.00","kWh"
"180","1 Hour","2018-08-05 02:00:00","0.00","kWh"
"181","1 Hour","2018-08-05 03:00:00","0.00","kWh"
"182","1 Hour","2018-08-05 04:00:00","0.00","kWh"
"183","1 Hour","2018-08-05 05:00:00","0.00","kWh"
"184","1 Hour","2018-08-05 06:00:00","0.11","kWh"
"185","1 Hour","2018-08-05 07:00:00","0.60","kWh"
"186","1 Hour","2018-08-05 08:00:00","2.07","kWh"
"187","1 Hour","2018-08-05 09:00:00","3.57","kWh"
"188","1 Hour","2018-08-05 10:00:00","4.51","kWh"
"189","1 Hour","2018-08-05 11:00:00","5.58","kWh"
"190","1 Hour","2018-08-05 12:00:00","5.56","kWh"
"191","1 Hour","2018-08-05 13:00:00","5.03","kWh"
"192","1 Hour","2018-08-05 14:00:00","3.41","kWh"
"193","1 Hour","2018-08-05 15:00:00","4.40","kWh"
"194","1 Hour","2018-08-05 16:00:00","4.24","kWh"
"195","1 Hour","2018-08-05 17:00:00","2.85","kWh"
"196","1 Hour","2018-08-05 18:00:00","0.78","kWh"
"197","1 Hour","2018-08-05 19:00:00","0.17","kWh"
"198","1 Hour","2018-08-05 20:00:00","0.04","kWh"
"199","1 Hour","2018-08-05 21:00:00","0.00","kWh"
"200","1 Hour","2018-08-05 22:00:00","0.00","kWh"
"201","1 Hour","2018-08-05 23:00:00","0.00","kWh"
"202","1 Hour","2018-08-06 00:00:00","0.00","kWh"
"203","1 Hour","2018-08-06 01:00:00","0.00","kWh"
"204","1 Hour","2018-08-06 02:00:00","0.00","kWh"
"205","1 Hour","2018-08-06 03:00:00","0.00","kWh"
"206","1 Hour","2018-08-06 04:00:00","0.00","kWh"
"207","1 Hour","2018-08-06 05:00:00","0.00","kWh"
"208","1 Hour","2018-08-06 06:00:00","0.29","kWh"
"209","1 Hour","2018-08-06 07:00:00","0.80","kWh"
"210","1 Hour","2018-08-06 08:00:00","2.49","kWh"
"211","1 Hour","2018-08-06 09:00:00","3.84","kWh"
"212","1 Hour","2018-08-06 10:00:00","5.14","kWh"
"213","1 Hour","2018-08-06 11:00:00","5.99","kWh"
"214","1 Hour","2018-08-06 12:00:00","5.39","kWh"
"215","1 Hour","2018-08-06 13:00:00","6.64","kWh"
"216","1 Hour","2018-08-06 14:00:00","6.28","kWh"
"217","1 Hour","2018-08-06 15:00:00","5.66","kWh"
"218","1 Hour","2018-08-06 16:00:00","4.47","kWh"
"219","1 Hour","2018-08-06 17:00:00","2.97","kWh"
"220","1 Hour","2018-08-06 18:00:00","1.08","kWh"
"221","1 Hour","2018-08-06 19:00:00","0.04","kWh"
"222","1 Hour","2018-08-06 20:00:00","0.00","kWh"
"223","1 Hour","2018-08-06 21:00:00","0.00","kWh"
"224","1 Hour","2018-08-06 22:00:00","0.00","kWh"
"225","1 Hour","2018-08-06 23:00:00","0.00","kWh"
"226","1 Hour","2018-08-07 00:00:00","0.00","kWh"
"227","1 Hour","2018-08-07 01:00:00","0.00","kWh"
"228","1 Hour","2018-08-07 02:00:00","0.00","kWh"
"229","1 Hour","2018-08-07 03:00:00","0.00","kWh"
"230","1 Hour","2018-08-07 04:00:00","0.00","kWh"
"231","1 Hour","2018-08-07 05:00:00","0.00","kWh"
"232","1 Hour","2018-08-07 06:00:00","0.00","kWh"
"233","1 Hour","2018-08-07 07:00:00","0.00","kWh"
"234","1 Hour","2018-08-07 08:00:00","0.00","kWh"
"235","1 Hour","2018-08-07 09:00:00","0.00","kWh"
"236","1 Hour","2018-08-07 10:00:00","0.00","kWh"
"237","1 Hour","2018-08-07 11:00:00","0.00","kWh"
"238","1 Hour","2018-08-07 12:00:00","0.00","kWh"
"239","1 Hour","2018-08-07 13:00:00","0.00","kWh"
"240","1 Hour","2018-08-07 14:00:00","0.00","kWh"
"241","1 Hour","2018-08-07 15:00:00","0.00","kWh"
"242","1 Hour","2018-08-07 16:00:00","0.00","kWh"
"243","1 Hour","2018-08-07 17:00:00","0.00","kWh"
"244","1 Hour","2018-08-07 18:00:00","0.00","kWh"
"245","1 Hour","2018-08-07 19:00:00","0.00","kWh"
"246","1 Hour","2018-08-07 20:00:00","0.00","kWh"
"247","1 Hour","2018-08-07 21:00:00","0.00","kWh"
"248","1 Hour","2018-08-07 22:00:00","0.00","kWh"
"249","1 Hour","2018-08-07 23:00:00","0.00","kWh"
"250","1 Hour","2018-08-08 00:00:00","0.00","kWh"
"251","1 Hour","2018-08-08 01:00:00","0.00","kWh"
"252","1 Hour","2018-08-08 02:00:00","0.00","kWh"
"253","1 Hour","2018-08-08 03:00:00","0.00","kWh"
"254","1 Hour","2018-08-08 04:00:00","0.00","kWh"
"255","1 Hour","2018-08-08 05:00:00","0.00","kWh"
"256","1 Hour","2018-08-08 06:00:00","0.00","kWh"
"257","1 Hour","2018-08-08 07:00:00","0.00","kWh"
"258","1 Hour","2018-08-08 08:00:00","0.00","kWh"
"259","1 Hour","2018-08-08 09:00:00","0.00","kWh"
"260","1 Hour","2018-08-08 10:00:00","0.00","kWh"
"261","1 Hour","2018-08-08 11:00:00","0.00","kWh"
"262","1 Hour","2018-08-08 12:00:00","0.00","kWh"
"263","1 Hour","2018-08-08 13:00:00","0.00","kWh"
"264","1 Hour","2018-08-08 14:00:00","0.00","kWh"
"265","1 Hour","2018-08-08 15:00:00","0.00","kWh"
"266","1 Hour","2018-08-08 16:00:00","0.00","kWh"
"267","1 Hour","2018-08-08 17:00:00","0.00","kWh"
"268","1 Hour","2018-08-08 18:00:00","0.00","kWh"
"269","1 Hour","2018-08-08 19:00:00","0.00","kWh"
"270","1 Hour","2018-08-08 20:00:00","0.00","kWh"
"271","1 Hour","2018-08-08 21:00:00","0.00","kWh"
"272","1 Hour","2018-08-08 22:00:00","0.00","kWh"
"273","1 Hour","2018-08-08 23:00:00","0.00","kWh"
"274","1 Hour","2018-08-09 00:00:00","0.00","kWh"
"275","1 Hour","2018-08-09 01:00:00","0.00","kWh"
"276","1 Hour","2018-08-09 02:00:00","0.00","kWh"
"277","1 Hour","2018-08-09 03:00:00","0.00","kWh"
"278","1 Hour","2018-08-09 04:00:00","0.00","kWh"
"279","1 Hour","2018-08-09 05:00:00","0.00","kWh"
"280","1 Hour","2018-08-09 06:00:00","0.00","kWh"
"281","1 Hour","2018-08-09 07:00:00","0.00","kWh"
"282","1 Hour","2018-08-09 08:00:00","0.00","kWh"
"283","1 Hour","2018-08-09 09:00:00","0.00","kWh"
"284","1 Hour","2018-08-09 10:00:00","0.00","kWh"
"285","1 Hour","2018-08-09 11:00:00","0.00","kWh"
"286","1 Hour","2018-08-09 12:00:00","0.00","kWh"
"287","1 Hour","2018-08-09 13:00:00","0.00","kWh"
"288","1 Hour","2018-08-09 14:00:00","0.00","kWh"
"289","1 Hour","2018-08-09 15:00:00","0.00","kWh"
"290","1 Hour","2018-08-09 16:00:00","0.00","kWh"
"291","1 Hour","2018-08-09 17:00:00","0.00","kWh"
"292","1 Hour","2018-08-09 18:00:00","1.16","kWh"
"293","1 Hour","2018-08-09 19:00:00","0.27","kWh"
"294","1 Hour","2018-08-09 20:00:00","0.01","kWh"
"295","1 Hour","2018-08-09 21:00:00","0.00","kWh"
"296","1 Hour","2018-08-09 22:00:00","0.00","kWh"
"297","1 Hour","2018-08-09 23:00:00","0.00","kWh"
"298","1 Hour","2018-08-10 00:00:00","0.00","kWh"
"299","1 Hour","2018-08-10 01:00:00","0.00","kWh"
"300","1 Hour","2018-08-10 02:00:00","0.00","kWh"
"301","1 Hour","2018-08-10 03:00:00","0.00","kWh"
"302","1 Hour","2018-08-10 04:00:00","0.00","kWh"
"303","1 Hour","2018-08-10 05:00:00","0.00","kWh"
"304","1 Hour","2018-08-10 06:00:00","0.08","kWh"
"305","1 Hour","2018-08-10 07:00:00","0.92","kWh"
"306","1 Hour","2018-08-10 08:00:00","2.45","kWh"
"307","1 Hour","2018-08-10 09:00:00","3.99","kWh"
"308","1 Hour","2018-08-10 10:00:00","5.20","kWh"
"309","1 Hour","2018-08-10 11:00:00","6.04","kWh"
"310","1 Hour","2018-08-10 12:00:00","6.43","kWh"
"311","1 Hour","2018-08-10 13:00:00","6.45","kWh"
"312","1 Hour","2018-08-10 14:00:00","6.11","kWh"
"313","1 Hour","2018-08-10 15:00:00","5.47","kWh"
"314","1 Hour","2018-08-10 16:00:00","4.37","kWh"
"315","1 Hour","2018-08-10 17:00:00","2.97","kWh"
"316","1 Hour","2018-08-10 18:00:00","1.40","kWh"
"317","1 Hour","2018-08-10 19:00:00","0.25","kWh"
"318","1 Hour","2018-08-10 20:00:00","0.01","kWh"
"319","1 Hour","2018-08-10 21:00:00","0.00","kWh"
"320","1 Hour","2018-08-10 22:00:00","0.00","kWh"
"321","1 Hour","2018-08-10 23:00:00","0.00","kWh"
"322","1 Hour","2018-08-11 00:00:00","0.00","kWh"
"323","1 Hour","2018-08-11 01:00:00","0.00","kWh"
"324","1 Hour","2018-08-11 02:00:00","0.00","kWh"
"325","1 Hour","2018-08-11 03:00:00","0.00","kWh"
"326","1 Hour","2018-08-11 04:00:00","0.00","kWh"
"327","1 Hour","2018-08-11 05:00:00","0.00","kWh"
"328","1 Hour","2018-08-11 06:00:00","0.08","kWh"
"329","1 Hour","2018-08-11 07:00:00","0.93","kWh"
"330","1 Hour","2018-08-11 08:00:00","0.09","kWh"
"331","1 Hour","2018-08-11 09:00:00","0.00","kWh"
"332","1 Hour","2018-08-11 10:00:00","0.00","kWh"
"333","1 Hour","2018-08-11 11:00:00","0.00","kWh"
"334","1 Hour","2018-08-11 12:00:00","0.00","kWh"
"335","1 Hour","2018-08-11 13:00:00","0.00","kWh"
"336","1 Hour","2018-08-11 14:00:00","0.00","kWh"
"337","1 Hour","2018-08-11 15:00:00","0.00","kWh"
"338","1 Hour","2018-08-11 16:00:00","0.00","kWh"
"339","1 Hour","2018-08-11 17:00:00","0.33","kWh"
"340","1 Hour","2018-08-11 18:00:00","1.36","kWh"
"341","1 Hour","2018-08-11 19:00:00","0.18","kWh"
"342","1 Hour","2018-08-11 20:00:00","0.00","kWh"
"343","1 Hour","2018-08-11 21:00:00","0.00","kWh"
"344","1 Hour","2018-08-11 22:00:00","0.00","kWh"
"345","1 Hour","2018-08-11 23:00:00","0.00","kWh"
"346","1 Hour","2018-08-12 00:00:00","0.00","kWh"
"347","1 Hour","2018-08-12 01:00:00","0.00","kWh"
"348","1 Hour","2018-08-12 02:00:00","0.00","kWh"
"349","1 Hour","2018-08-12 03:00:00","0.00","kWh"
"350","1 Hour","2018-08-12 04:00:00","0.00","kWh"
"351","1 Hour","2018-08-12 05:00:00","0.00","kWh"
"352","1 Hour","2018-08-12 06:00:00","0.02","kWh"
"353","1 Hour","2018-08-12 07:00:00","0.17","kWh"
"354","1 Hour","2018-08-12 08:00:00","1.02","kWh"
"355","1 Hour","2018-08-12 09:00:00","1.77","kWh"
"356","1 Hour","2018-08-12 10:00:00","2.90","kWh"
"357","1 Hour","2018-08-12 11:00:00","5.97","kWh"
"358","1 Hour","2018-08-12 12:00:00","6.41","kWh"
"359","1 Hour","2018-08-12 13:00:00","6.44","kWh"
"360","1 Hour","2018-08-12 14:00:00","5.53","kWh"
"361","1 Hour","2018-08-12 15:00:00","5.46","kWh"
"362","1 Hour","2018-08-12 16:00:00","3.47","kWh"
"363","1 Hour","2018-08-12 17:00:00","2.64","kWh"
"364","1 Hour","2018-08-12 18:00:00","1.18","kWh"
"365","1 Hour","2018-08-12 19:00:00","0.30","kWh"
"366","1 Hour","2018-08-12 20:00:00","0.01","kWh"
"367","1 Hour","2018-08-12 21:00:00","0.00","kWh"
"368","1 Hour","2018-08-12 22:00:00","0.00","kWh"
"369","1 Hour","2018-08-12 23:00:00","0.00","kWh"
"370","1 Hour","2018-08-13 00:00:00","0.00","kWh"
"371","1 Hour","2018-08-13 01:00:00","0.00","kWh"
"372","1 Hour","2018-08-13 02:00:00","0.00","kWh"
"373","1 Hour","2018-08-13 03:00:00","0.00","kWh"
"374","1 Hour","2018-08-13 04:00:00","0.00","kWh"
"375","1 Hour","2018-08-13 05:00:00","0.00","kWh"
"376","1 Hour","2018-08-13 06:00:00","0.08","kWh"
"377","1 Hour","2018-08-13 07:00:00","0.93","kWh"
"378","1 Hour","2018-08-13 08:00:00","0.39","kWh"
"379","1 Hour","2018-08-13 09:00:00","0.00","kWh"
"380","1 Hour","2018-08-13 10:00:00","0.00","kWh"
